	Site	Site_Main geographic region	Site_Country	Site_Province / Region	Site_Locality	Site_Latitude	Site_Longitude	Site_Site type	Site_description	Site_Quantity	Site_note	Individual	Individual_Archaeologist group	Individual_Archaeologist ID	Individual_Date	Individual_Datation method	Individual_Age	Individual_Gender	Individual_Linked individuals	Individual_description	Individual_Quantity	Individual_note	Skeleton Element	Skeleton Element_Storage	Skeleton Element_Exportation Permit Number	Skeleton Element_Bone type	Skeleton Element_Skeleton element	Skeleton Element_Archaeologist sample ID	Skeleton Element_Observation Drilling	Skeleton Element_Pictures Labelling	Skeleton Element_Observation Labelling	Skeleton Element_Pictures Drilling	Skeleton Element_description	Skeleton Element_Quantity	Skeleton Element_note	Extract	Extract_Storage	Extract_Date of drilling	Extract_Person in charge	Extract_Laboratory where processed	Extract_Extract Type	Extract_Conservation	Extract_Pathology description	Extract_Pathology	Extract_Taken for extraction	Extract_Extraction Comment	Extract_density UDG treatment (ng/uL)	Extract_Volume UDG treatment (uL)	Extract_mass UDG in Tube (ng)	Extract_Extracted	Extract_description	Extract_Quantity	Extract_note	Non Indexed Library	Non Indexed Library_Storage	Non Indexed Library_Person in charge	Non Indexed Library_Date of preparation	Non Indexed Library_Labroatory where prepared	Non Indexed Library_UDG treatment type	Non Indexed Library_SSB and Adapters dilution type	Non Indexed Library_Temporary UDG treated extract location	Non Indexed Library_Initial Volume (uL)	Non Indexed Library_Remaining Volume (uL)	Non Indexed Library_description	Non Indexed Library_Quantity	Non Indexed Library_note	Indexed Library	Indexed Library_Storage	Indexed Library_Person in charge	Indexed Library_Laboratory where processed	Indexed Library_Date of preparation	Indexed Library_qPCR	Indexed Library_number of Ct	Indexed Library_Date of qPCR	Indexed Library_qPCR Comment 	Indexed Library_Dual Unique Index ID	Indexed Library_Indexing PCR (# cycles)	Indexed Library_Density QC-1 nmol/L	Indexed Library_Number of QC performed	Indexed Library_Density QC-1 ng/uL	Indexed Library_QC-1 Elution Volume of Library (uL)	Indexed Library_QC-1 Average Read Length (bp)	Indexed Library_Library Profile	Indexed Library_QC-1 date	Indexed Library_Volume taken for indexing (uL)	Indexed Library_Indexing PCR date	Indexed Library_Sample well in library profile file	Indexed Library_description	Indexed Library_Quantity	Indexed Library_note
303	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0241	Gustavo Neme / Fito Gil / Eva Peralta	JP-rodeando craneo 59 y 72/4	1887/1760 (from ind spreadsheet)	NA	>20 años (adulto)	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0241.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Tooth	Tooth	JP-skull59&72/4	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/Teeth/AR0241.1	NA	NA	"/
Comment from Drilling Session: All roots broken, apex all missing, crown very consumed  by disease or human activity so impossible to collect pulp, dirt, bad preservation "	1.0Unit	Updated from API	AR0241.1.02	Hannes Freezer, bag Mix batch, mix batch JP-Neme root extraction	2021-11-26	Maria Lopopolo	Hannes Schroeder	root	gave deep clean (Tartu decon plus 10 min incubation under hood with UV light) after cutting the root piece off	Nothing entered	maybe	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.138Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
304	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0242	Gustavo Neme / Fito Gil / Eva Peralta	JP-rodeando craneo 59 y 72/Grupo I	1887/1760 (from ind spreadsheet)	NA	>20 años (adulto)	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0242.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Tooth	Tooth	JP-skull59&72/Gr1	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/Teeth/AR0242.1	NA	NA	"/
Comment from Drilling Session: All full of glue or cemented? Crown consumed by disease or human activity"	1.0Unit	Updated from API	AR0242.1.01	Hannes Freezer, bag Mix batch, mix batch JP-Neme root extraction	2021-11-26	Maria Lopopolo	Hannes Schroeder	root apex	skimmed surface with blade to remove glue and persistent soil	Nothing entered	maybe	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.09Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
305	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0243	Gustavo Neme / Fito Gil / Eva Peralta	JP-S/R 3	1887/1760 (from ind spreadsheet)	NA	>20 años (adulto)	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0243.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Tooth	Tooth	JP-S/R 3	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/Teeth/AR0243.1	NA	NA	"/
Comment from Drilling Session: dirt, brown-ish colour, bad preservation, cracked superficially, only one apex seems entirely intact"	1.0Unit	Updated from API	AR0243.1.01	Hannes Freezer, bag Mix batch, mix batch JP-Neme root extraction	2021-11-26	Maria Lopopolo	Hannes Schroeder	root apex	none	Nothing entered	yes	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.046Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
306	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0244	Gustavo Neme / Fito Gil / Eva Peralta	JP-1144 Cr 2	1887/1760 (from ind spreadsheet)	NA	Mayor a 50 años (adulto maduro)	Male	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0244.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Tooth	Tooth	JP-1144 Cr 2-1	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0244	JP-AF 1178 on bag / several samples for one individual	NA	"/
Comment from Drilling Session: No crown, bad preservation, crown consumed by human activity or disease, dirt, caries on top of crown?"	1.0Unit	Updated from API	AR0244.1.01	Hannes Freezer, bag Mix batch, mix batch neme san rafael root extraction	2021-10-21	Maria Lopopolo	Hannes Schroeder	root apex	dirt seem to have entered the canal	Nothing entered	maybe	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.184Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
307	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0244	Gustavo Neme / Fito Gil / Eva Peralta	JP-1144 Cr 2	1887/1760 (from ind spreadsheet)	NA	Mayor a 50 años (adulto maduro)	Male	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0244.2	With Lumila	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Petrous	Petrous	JP-1144 Cr 2-2	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0244	JP-AF 1178 on bag / several samples for one individual	NA	/	1.0Unit	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
308	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0245	Gustavo Neme / Fito Gil / Eva Peralta	JP-1145	1887/1760 (from ind spreadsheet)	NA	15-19.9 años (adolescente)	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0245.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Tooth	Tooth	JP-1145-1	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0245	NA	NA	"/
Comment from Drilling Session: Dirt, apex are chipped, crown consumed by human activity or disease"	1.0Unit	Updated from API	AR0245.1.01	Hannes Freezer, bag Mix batch, mix batch neme san rafael root extraction	2021-10-21	Maria Lopopolo	Hannes Schroeder	root apex	looks like dirt it's stuck under the glue, took non-chipped apex, there seem to be glue on the crown	Nothing entered	maybe	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.179Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
309	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0245	Gustavo Neme / Fito Gil / Eva Peralta	JP-1145	1887/1760 (from ind spreadsheet)	NA	15-19.9 años (adolescente)	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0245.2	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Petrous	Petrous	JP-1145-2	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0245	NA	NA	/	1.0Unit	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
310	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0246	Gustavo Neme / Fito Gil / Eva Peralta	JP-1152	1887/1760 (from ind spreadsheet)	NA	35-49.9 años (adulto medio)	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0246.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Tooth	Tooth	JP-1152-1	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0246	NA	NA	"/
Comment from Drilling Session: Alveolar bone attached to roots with glue, all glue removed, crown consumed by human activity or disease, smooth surface"	1.0Unit	Updated from API	AR0246.1.01	Hannes Freezer, bag Mix batch, mix batch neme san rafael root extraction	2021-10-21	Maria Lopopolo	Hannes Schroeder	root apex	removed alveolar bone with scalpel and also removed physically all the glue, skimmed a bit around with blade	Nothing entered	maybe	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.086Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
311	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0246	Gustavo Neme / Fito Gil / Eva Peralta	JP-1152	1887/1760 (from ind spreadsheet)	NA	35-49.9 años (adulto medio)	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0246.2	With Lumila	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Petrous	Petrous	JP-1152-2	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0246	NA	NA	/	1.0Unit	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
312	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0247	Gustavo Neme / Fito Gil / Eva Peralta	JP-1154	1887/1760 (from ind spreadsheet)	NA	35-49.9 años (adulto medio)	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0247.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Tooth	Tooth	JP-1154-1	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0247	NA	NA	"/
Comment from Drilling Session: small tooth, dirt, crown consumed by human activity or disease, smooth surface, root top still remains"	1.0Unit	Updated from API	AR0247.1.01	Hannes Freezer, bag Mix batch, mix batch neme san rafael root extraction	2021-10-21	Maria Lopopolo	Hannes Schroeder	root apex	took a little too much of root apex	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.15Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
313	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0247	Gustavo Neme / Fito Gil / Eva Peralta	JP-1154	1887/1760 (from ind spreadsheet)	NA	35-49.9 años (adulto medio)	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0247.2	With Lumila	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Petrous	Petrous	JP-1154-2	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0247	NA	NA	/	1.0Unit	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
314	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0248	Gustavo Neme / Fito Gil / Eva Peralta	JP-1159	1887/1760 (from ind spreadsheet)	NA	35-49.9 años (adulto medio)	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0248.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Tooth	Tooth	JP-1159-1	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0248	NA	NA	"/
Comment from Drilling Session: dirt, bad preservation, crown consumed by human activity or disease, smooth surface"	1.0Unit	Updated from API	AR0248.1.01	Hannes Freezer, bag Mix batch, mix batch neme san rafael root extraction	2021-10-21	Maria Lopopolo	Hannes Schroeder	root apex	very persistent dirt attached on tooth despite very deep decontamination, therefore I skimmed slightly the root with blade, see picture beforeand after decontamination	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.173Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
315	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0248	Gustavo Neme / Fito Gil / Eva Peralta	JP-1159	1887/1760 (from ind spreadsheet)	NA	35-49.9 años (adulto medio)	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0248.2	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Petrous	Petrous	JP-1159-2	small piece, discoloration patterns on the bone and full of dirt on the inside as well, bone seemed thin	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0248	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0248.2	/	1.0Unit	Updated from API	AR0248.2.02	Tom Gilbert Freezer, bag A1 + A2, petrous extraction	2021-06-14	Maria Lopopolo	Hannes Schroeder	petrous	labirynth looks intact	Nothing entered	maybe	yes	Nothing entered	0.258	22	5.676	yes	Nothing entered	0.263Gram	Nothing entered	AR0248.2.0200	Freezer 4, drawer 5, UDG-SCR libraries no... 2	Maria Lopopolo	2021-07-15	Copenhagen	partial	c5	not kept	50	30		3.5e-05Liter		AR0248.2.0201	Sequencing	Maria Lopopolo	Copenhagen	2021-07-20	yes	10.76	2021-07-15	Set-up used (second denaturation was 15'') 2 cycles subtracted from qPCR suggestion	21	9	43.8966	1	5.8775	40	220		2021-07-23	20	2021-07-20	C6		3.5e-05Liter	
316	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0248	Gustavo Neme / Fito Gil / Eva Peralta	JP-1159	1887/1760 (from ind spreadsheet)	NA	35-49.9 años (adulto medio)	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0248.2	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Petrous	Petrous	JP-1159-2	small piece, discoloration patterns on the bone and full of dirt on the inside as well, bone seemed thin	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0248	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0248.2	/	1.0Unit	Updated from API	AR0248.2.01	Tom Gilbert Freezer, bag A1 + A2, petrous back-up	2021-06-14	Maria Lopopolo	Hannes Schroeder	petrous	small piece, discoloration patterns on the bone and full of dirt on the inside as well, bone seemed thin	Nothing entered	maybe	no	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.29Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
317	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0249	Gustavo Neme / Fito Gil / Eva Peralta	JP-1165	1887/1760 (from ind spreadsheet)	NA	20-34.9 años (adulto joven)	Male	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0249.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Tooth	Tooth	JP-1165-1	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0249	NA	NA	"/
Comment from Drilling Session: A lot of dirt, alveolar bone attached to roots, caries on top of surface, but also smooth crown  surface"	1.0Unit	Updated from API	AR0249.1.01	Hannes Freezer, bag Mix batch, mix batch neme san rafael root extraction	2021-10-21	Maria Lopopolo	Hannes Schroeder	root apex	removed alveolar bone from around root, glue all removed, see sampled apex in picture	Nothing entered	yes	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.121Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
318	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0249	Gustavo Neme / Fito Gil / Eva Peralta	JP-1165	1887/1760 (from ind spreadsheet)	NA	20-34.9 años (adulto joven)	Male	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0249.2	With Lumila	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Petrous	Petrous	JP-1165-2	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0249	NA	NA	/	1.0Unit	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
319	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0250	Gustavo Neme / Fito Gil / Eva Peralta	JP-1170	1887/1760 (from ind spreadsheet)	NA	20-34.9 años (adulto joven)	Male	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0250.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Tooth	Tooth	JP-1170-1	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0250	NA	NA	"/
Comment from Drilling Session: bad preservation, pulp chamber powder very poor, no root apex, dirt, crown consumed by human activity or disease, smooth surface"	1.0Unit	Updated from API	AR0250.1.01	Hannes Freezer, bag Mix batch, mix batch neme san rafael root extraction	2021-10-21	Maria Lopopolo	Hannes Schroeder	root	half root top taken	Nothing entered	maybe	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.134Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
320	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0250	Gustavo Neme / Fito Gil / Eva Peralta	JP-1170	1887/1760 (from ind spreadsheet)	NA	20-34.9 años (adulto joven)	Male	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0250.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Tooth	Tooth	JP-1170-1	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0250	NA	NA	"/
Comment from Drilling Session: bad preservation, pulp chamber powder very poor, no root apex, dirt, crown consumed by human activity or disease, smooth surface"	1.0Unit	Updated from API	AR0250.1.02	Hannes Freezer, bag Mix batch, mix batch neme san rafael pulp extraction	2021-10-21	Maria Lopopolo	Hannes Schroeder	pulp	not sure what is better to sample, not much powder	Nothing entered	maybe	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.018Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
321	Jaime Prats	Southern Mendoza	Argentina	Mendoza	Jaime Prats	-34.87	-67.8	Múltiple mezclado	Nothing entered	1.0Unit	Updated from API	AR0250	Gustavo Neme / Fito Gil / Eva Peralta	JP-1170	1887/1760 (from ind spreadsheet)	NA	20-34.9 años (adulto joven)	Male	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0250.2	With Lumila	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-07767019	Petrous	Petrous	JP-1170-2	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-07767019/JaimePrats/TeethAndPetrous/AR0250	NA	NA	/	1.0Unit	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
